"","sample.type","sample.day","sample.mo","sample.yr","sample.date","organic.matter.fraction","trap.no","stream","days.deployed","total.field.wt","field.sub.wet.wt.g","field.sub.prop","pan.wt.g","om.total.dry.wt.g","om.sub.dry.pan.wt.g","om.sub.ash.pan.wt.g","sub.prop.total","sub.prop.afdm","total.afdm.g","areal.AFDM.input.g.m","areal.AFDM.input.g.m.d"
"3934","LINP",23,7,2019,2019-07-23,"LEAF",10,"TOWR",27,NA,NA,NA,3.5276,2.2693,5.7969,3.6282,1,0.955669149076808,2.1687,4.3374,0.160644444444444
"3935","LINP",23,7,2019,2019-07-23,"WOOD",11,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3936","LINP",23,7,2019,2019-07-23,"MISC",11,"TOWR",27,NA,NA,NA,3.5488,0.1832,3.732,3.5598,1,0.939956331877729,0.1722,0.3444,0.0127555555555555
"3937","LINP",23,7,2019,2019-07-23,"LEAF",11,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3938","LINP",23,7,2019,2019-07-23,"WOOD",12,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3939","LINP",23,7,2019,2019-07-23,"MISC",12,"TOWR",27,NA,NA,NA,3.5319,0.1803,3.7122,3.5418,1,0.945091514143095,0.1704,0.3408,0.0126222222222222
"3940","LINP",23,7,2019,2019-07-23,"LEAF",12,"TOWR",27,NA,NA,NA,3.5275,0.9269,4.4544,3.574,1,0.949832775919732,0.8804,1.7608,0.0652148148148148
"3941","LINP",23,8,2019,2019-08-23,"WOOD",1,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3942","LINP",23,8,2019,2019-08-23,"MISC",1,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3943","LINP",23,8,2019,2019-08-23,"LEAF",1,"WS55",31,NA,NA,NA,3.5193,1.7497,5.269,3.6205,1,0.942161513402298,1.6485,3.297,0.106354838709677
"3944","LINP",23,8,2019,2019-08-23,"WOOD",2,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3945","LINP",23,8,2019,2019-08-23,"MISC",2,"WS55",31,NA,NA,NA,3.5431,0.0384,3.5815,3.549,1.00000000000001,0.846354166666667,0.0325,0.065,0.00209677419354839
"3946","LINP",23,8,2019,2019-08-23,"LEAF",2,"WS55",31,NA,NA,NA,3.6681,0.3094,3.9775,3.64,1,1.09082094376212,0.3375,0.674999999999999,0.0217741935483871
"3947","LINP",23,8,2019,2019-08-23,"WOOD",3,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3948","LINP",23,8,2019,2019-08-23,"MISC",3,"WS55",31,NA,NA,NA,3.5276,0.0101,3.5377,3.5274,1,1.01980198019802,0.0103,0.0206,0.000664516129032257
"3949","LINP",23,8,2019,2019-08-23,"LEAF",3,"WS55",31,NA,NA,NA,3.5231,0.9449,4.468,3.6049,1,0.913429992591808,0.8631,1.7262,0.0556838709677419
"3950","LINP",23,8,2019,2019-08-23,"WOOD",4,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3951","LINP",23,8,2019,2019-08-23,"MISC",4,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3952","LINP",23,8,2019,2019-08-23,"LEAF",4,"WS55",31,NA,NA,NA,3.5508,0.0467,3.5975,3.56,0.999999999999999,0.802997858672379,0.0375000000000001,0.0750000000000002,0.00241935483870968
"3953","LINP",23,8,2019,2019-08-23,"WOOD",5,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3954","LINP",23,8,2019,2019-08-23,"MISC",5,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3955","LINP",23,8,2019,2019-08-23,"LEAF",5,"WS55",31,NA,NA,NA,3.5483,0.8707,4.419,3.5983,1,0.942574939703686,0.8207,1.6414,0.0529483870967742
"3956","LINP",23,8,2019,2019-08-23,"WOOD",6,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3957","LINP",23,8,2019,2019-08-23,"MISC",6,"WS55",31,NA,NA,NA,3.5199,0.0351,3.555,3.5235,1.00000000000001,0.897435897435897,0.0315,0.063,0.00203225806451613
"3958","LINP",23,8,2019,2019-08-23,"LEAF",6,"WS55",31,NA,NA,NA,3.66,0.5663,4.2263,3.684,1,0.957619636235211,0.5423,1.0846,0.0349870967741936
"3959","LINP",23,8,2019,2019-08-23,"WOOD",7,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3960","LINP",23,8,2019,2019-08-23,"MISC",7,"WS55",31,NA,NA,NA,3.53,0.0084,3.5384,3.5317,1.00000000000005,0.797619047619053,0.00670000000000005,0.0134000000000001,0.000432258064516132
"3961","LINP",23,8,2019,2019-08-23,"LEAF",7,"WS55",31,NA,NA,NA,3.6701,0.7642,4.4343,3.7195,1,0.935357236325569,0.7148,1.4296,0.0461161290322581
"3962","LINP",23,8,2019,2019-08-23,"WOOD",8,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3963","LINP",23,8,2019,2019-08-23,"MISC",8,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3964","LINP",23,8,2019,2019-08-23,"LEAF",8,"WS55",31,NA,NA,NA,3.6227,1.7643,5.387,3.7248,1,0.942130023238678,1.6622,3.3244,0.107238709677419
"3965","LINP",23,8,2019,2019-08-23,"WOOD",9,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3966","LINP",23,8,2019,2019-08-23,"MISC",9,"WS55",31,NA,NA,NA,3.6226,0.1416,3.7642,3.6303,1,0.945621468926552,0.1339,0.2678,0.00863870967741934
"3967","LINP",23,8,2019,2019-08-23,"LEAF",9,"WS55",31,NA,NA,NA,3.6745,4.8993,8.5738,3.8927,1,0.955463025330149,4.6811,9.3622,0.302006451612903
"3968","LINP",23,8,2019,2019-08-23,"WOOD",10,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3969","LINP",23,8,2019,2019-08-23,"MISC",10,"WS55",31,NA,NA,NA,3.5105,0.2905,3.801,3.5192,1,0.970051635111876,0.2818,0.5636,0.0181806451612903
"3970","LINP",23,8,2019,2019-08-23,"LEAF",10,"WS55",31,NA,NA,NA,3.5587,5.4609,9.0196,3.806,1,0.954714424362285,5.2136,10.4272,0.336361290322581
"3971","LINP",23,8,2019,2019-08-23,"WOOD",11,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3972","LINP",23,8,2019,2019-08-23,"MISC",11,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3973","LINP",23,8,2019,2019-08-23,"LEAF",11,"WS55",31,NA,NA,NA,3.6298,0.2866,3.9164,3.6456,1,0.944870900209351,0.2708,0.5416,0.0174709677419355
"3974","LINP",23,8,2019,2019-08-23,"WOOD",12,"WS55",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3975","LINP",23,8,2019,2019-08-23,"MISC",12,"WS55",31,NA,NA,NA,3.5465,0.0179,3.5644,3.5485,1,0.888268156424569,0.0158999999999998,0.0317999999999996,0.00102580645161289
"3976","LINP",23,8,2019,2019-08-23,"LEAF",12,"WS55",31,NA,NA,NA,3.6141,0.1043,3.7184,3.6273,0.999999999999998,0.873441994247364,0.0911000000000001,0.1822,0.00587741935483872
"3977","LINP",23,8,2019,2019-08-23,"WOOD",1,"TOWR",31,NA,NA,NA,3.5217,0.1695,3.6912,3.5316,0.999999999999999,0.941592920353982,0.1596,0.3192,0.0102967741935484
"3978","LINP",23,8,2019,2019-08-23,"MISC",1,"TOWR",31,NA,NA,NA,3.5435,0.0128,3.5563,3.5466,0.999999999999994,0.757812499999973,0.00969999999999966,0.0193999999999993,0.000625806451612881
"3979","LINP",23,8,2019,2019-08-23,"LEAF",1,"TOWR",31,NA,NA,NA,3.622,0.7361,4.3581,3.6761,1,0.926504551012091,0.682,1.364,0.044
"3980","LINP",23,8,2019,2019-08-23,"WOOD",2,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3981","LINP",23,8,2019,2019-08-23,"MISC",2,"TOWR",31,NA,NA,NA,3.525,0.2132,3.7382,3.535,1,0.953095684803001,0.2032,0.4064,0.0131096774193548
"3982","LINP",23,8,2019,2019-08-23,"LEAF",2,"TOWR",31,NA,NA,NA,3.624,1.095,4.719,3.696,1,0.934246575342466,1.023,2.046,0.066
"3983","LINP",23,8,2019,2019-08-23,"WOOD",3,"TOWR",31,NA,NA,NA,3.6178,0.0776,3.6954,3.6182,0.999999999999999,0.994845360824743,0.0772,0.1544,0.00498064516129033
"3984","LINP",23,8,2019,2019-08-23,"MISC",3,"TOWR",31,NA,NA,NA,3.5221,0.0655,3.5876,3.5252,1,0.952671755725193,0.0624000000000001,0.1248,0.00402580645161291
"3985","LINP",23,8,2019,2019-08-23,"LEAF",3,"TOWR",31,NA,NA,NA,3.6339,3.7797,7.4136,3.538,1,1.02537238405164,3.8756,7.7512,0.250038709677419
"3986","LINP",23,8,2019,2019-08-23,"WOOD",4,"TOWR",31,NA,NA,NA,3.6572,0.0703,3.7275,3.661,1,0.945945945945946,0.0665,0.133,0.00429032258064516
"3987","LINP",23,8,2019,2019-08-23,"MISC",4,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3988","LINP",23,8,2019,2019-08-23,"LEAF",4,"TOWR",31,NA,NA,NA,3.5398,6.4905,10.0303,3.8836,1,0.947030275017333,6.1467,12.2934,0.396561290322581
"3989","LINP",23,8,2019,2019-08-23,"WOOD",5,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3990","LINP",23,8,2019,2019-08-23,"MISC",5,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3991","LINP",23,8,2019,2019-08-23,"LEAF",5,"TOWR",31,NA,NA,NA,3.517,1.1298,4.6468,3.5804,1,0.943883873251903,1.0664,2.1328,0.0688
"3992","LINP",23,8,2019,2019-08-23,"WOOD",6,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3993","LINP",23,8,2019,2019-08-23,"MISC",6,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3994","LINP",23,8,2019,2019-08-23,"LEAF",6,"TOWR",31,NA,NA,NA,3.6465,0.2514,3.8979,3.6564,0.999999999999999,0.960620525059666,0.2415,0.483,0.0155806451612903
"3995","LINP",23,8,2019,2019-08-23,"WOOD",7,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3996","LINP",23,8,2019,2019-08-23,"MISC",7,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"3997","LINP",23,8,2019,2019-08-23,"LEAF",7,"TOWR",31,NA,NA,NA,3.5326,1.6785,5.2111,3.6444,1,0.93339291033661,1.5667,3.1334,0.101077419354839
"3998","LINP",23,8,2019,2019-08-23,"WOOD",8,"TOWR",31,NA,NA,NA,3.5242,1.9539,5.4781,3.5553,1,0.984083115819643,1.9228,3.8456,0.124051612903226
"3999","LINP",23,8,2019,2019-08-23,"MISC",8,"TOWR",31,NA,NA,NA,3.5308,0.524,4.0548,3.5523,1,0.958969465648856,0.5025,1.005,0.0324193548387097
"4000","LINP",23,8,2019,2019-08-23,"LEAF",8,"TOWR",31,NA,NA,NA,3.5749,3.4476,7.0225,3.7354,1,0.953445875391577,3.2871,6.5742,0.212070967741935
"4001","LINP",23,8,2019,2019-08-23,"WOOD",9,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4002","LINP",23,8,2019,2019-08-23,"MISC",9,"TOWR",31,NA,NA,NA,3.6434,0.7577,4.4011,3.6834,0.999999999999999,0.947208657780125,0.7177,1.4354,0.0463032258064516
"4003","LINP",23,8,2019,2019-08-23,"LEAF",9,"TOWR",31,NA,NA,NA,3.5924,4.5264,8.1188,3.837,1,0.94596147048427,4.2818,8.5636,0.276245161290323
"4004","LINP",23,8,2019,2019-08-23,"WOOD",10,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4005","LINP",23,8,2019,2019-08-23,"MISC",10,"TOWR",31,NA,NA,NA,3.588,0.08,3.668,3.5543,1,1.42125,0.1137,0.2274,0.00733548387096774
"4006","LINP",23,8,2019,2019-08-23,"LEAF",10,"TOWR",31,NA,NA,NA,3.5454,0.6478,4.1932,3.573,1,0.957394257486879,0.6202,1.2404,0.0400129032258065
"4007","LINP",23,8,2019,2019-08-23,"WOOD",11,"TOWR",31,NA,NA,NA,3.5233,0.4306,3.9539,3.5359,1,0.970738504412448,0.418,0.836,0.0269677419354839
"4008","LINP",23,8,2019,2019-08-23,"MISC",11,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4009","LINP",23,8,2019,2019-08-23,"LEAF",11,"TOWR",31,NA,NA,NA,3.5323,0.9628,4.4951,3.5803,1,0.9501454092231,0.9148,1.8296,0.0590193548387097
"4010","LINP",23,8,2019,2019-08-23,"WOOD",12,"TOWR",31,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4011","LINP",23,8,2019,2019-08-23,"MISC",12,"TOWR",31,NA,NA,NA,3.5104,0.0934,3.6038,3.5398,0.999999999999999,0.685224839400429,0.0640000000000001,0.128,0.00412903225806452
"4012","LINP",23,8,2019,2019-08-23,"LEAF",12,"TOWR",31,NA,NA,NA,3.6715,1.1697,4.8412,3.7454,1,0.936821407198427,1.0958,2.1916,0.0706967741935484
"4013","LINP",27,9,2019,2019-09-27,"WOOD",1,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4014","LINP",27,9,2019,2019-09-27,"MISC",1,"WS55",35,NA,NA,NA,3.6092,0.3498,3.959,3.6245,1,0.956260720411664,0.3345,0.669,0.0191142857142857
"4015","LINP",27,9,2019,2019-09-27,"LEAF",1,"WS55",35,NA,NA,NA,3.63,3.2743,6.9043,3.8203,1,0.941880707326757,3.084,6.168,0.176228571428571
"4016","LINP",27,9,2019,2019-09-27,"WOOD",2,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4017","LINP",27,9,2019,2019-09-27,"MISC",2,"WS55",35,NA,NA,NA,3.5733,1.1266,4.6999,3.6097,1,0.967690395881413,1.0902,2.1804,0.0622971428571429
"4018","LINP",27,9,2019,2019-09-27,"LEAF",2,"WS55",35,NA,NA,NA,3.6655,2.0298,5.6953,3.7825,1,0.942358853088974,1.9128,3.8256,0.109302857142857
"4019","LINP",27,9,2019,2019-09-27,"WOOD",3,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4020","LINP",27,9,2019,2019-09-27,"MISC",3,"WS55",35,NA,NA,NA,3.6531,0.1695,3.8226,3.662,1,0.947492625368731,0.1606,0.3212,0.00917714285714285
"4021","LINP",27,9,2019,2019-09-27,"LEAF",3,"WS55",35,NA,NA,NA,3.3736,5.1197,8.4933,3.9312,1,0.891087368400492,4.5621,9.1242,0.260691428571429
"4022","LINP",27,9,2019,2019-09-27,"WOOD",4,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4023","LINP",27,9,2019,2019-09-27,"MISC",4,"WS55",35,NA,NA,NA,3.558,0.2319,3.7899,3.5712,1,0.943078913324708,0.2187,0.437399999999999,0.0124971428571428
"4024","LINP",27,9,2019,2019-09-27,"LEAF",4,"WS55",35,NA,NA,NA,3.5405,6.6741,10.2146,4.034,1,0.926057445947768,6.1806,12.3612,0.353177142857143
"4025","LINP",27,9,2019,2019-09-27,"WOOD",5,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4026","LINP",27,9,2019,2019-09-27,"MISC",5,"WS55",35,NA,NA,NA,3.5299,0.0361,3.566,3.5325,0.999999999999994,0.927977839335175,0.0334999999999998,0.0669999999999997,0.0019142857142857
"4027","LINP",27,9,2019,2019-09-27,"LEAF",5,"WS55",35,NA,NA,NA,3.5269,1.4414,4.9683,3.5867,1,0.95851255723602,1.3816,2.7632,0.0789485714285714
"4028","LINP",27,9,2019,2019-09-27,"WOOD",6,"WS55",35,NA,NA,NA,3.605,0.8009,4.4059,3.6283,1,0.970907728805094,0.7776,1.5552,0.0444342857142857
"4029","LINP",27,9,2019,2019-09-27,"MISC",6,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4030","LINP",27,9,2019,2019-09-27,"LEAF",6,"WS55",35,NA,NA,NA,3.6631,0.3388,4.0019,3.6791,1,0.952774498229044,0.3228,0.6456,0.0184457142857143
"4031","LINP",27,9,2019,2019-09-27,"WOOD",7,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4032","LINP",27,9,2019,2019-09-27,"MISC",7,"WS55",35,NA,NA,NA,3.5535,0.0254,3.5789,3.5572,0.999999999999995,0.854330708661424,0.0217000000000002,0.0434000000000003,0.00124000000000001
"4033","LINP",27,9,2019,2019-09-27,"LEAF",7,"WS55",35,NA,NA,NA,3.6477,0.7771,4.4248,3.7048,1,0.926521683181058,0.72,1.44,0.0411428571428571
"4034","LINP",27,9,2019,2019-09-27,"WOOD",8,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4035","LINP",27,9,2019,2019-09-27,"MISC",8,"WS55",35,NA,NA,NA,3.5419,0.9155,4.4574,3.5845,1,0.953468050245768,0.8729,1.7458,0.04988
"4036","LINP",27,9,2019,2019-09-27,"LEAF",8,"WS55",35,NA,NA,NA,3.5486,5.2582,8.8068,3.797,1,0.95275949944848,5.0098,10.0196,0.286274285714286
"4037","LINP",27,9,2019,2019-09-27,"WOOD",9,"WS55",35,NA,NA,NA,3.548,0.8296,4.3776,3.5795,1,0.962029893924783,0.7981,1.5962,0.0456057142857143
"4038","LINP",27,9,2019,2019-09-27,"MISC",9,"WS55",35,NA,NA,NA,3.63,2.4616,6.0916,3.7281,1,0.960147871303217,2.3635,4.727,0.135057142857143
"4039","LINP",27,9,2019,2019-09-27,"LEAF",9,"WS55",35,NA,NA,NA,3.5562,9.2527,12.8089,3.9881,1,0.953321733115739,8.8208,17.6416,0.504045714285714
"4040","LINP",27,9,2019,2019-09-27,"WOOD",10,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4041","LINP",27,9,2019,2019-09-27,"MISC",10,"WS55",35,NA,NA,NA,3.557,0.472,4.029,3.5751,1,0.961652542372881,0.4539,0.9078,0.0259371428571429
"4042","LINP",27,9,2019,2019-09-27,"LEAF",10,"WS55",35,NA,NA,NA,3.6028,5.6517,9.2545,3.927,1,0.942636728771874,5.3275,10.655,0.304428571428571
"4043","LINP",27,9,2019,2019-09-27,"WOOD",11,"WS55",35,NA,NA,NA,3.6975,0.3424,4.0399,3.7062,1,0.974591121495327,0.3337,0.6674,0.0190685714285714
"4044","LINP",27,9,2019,2019-09-27,"MISC",11,"WS55",35,NA,NA,NA,3.5294,10.3492,13.8786,4.3597,1,0.919771576546979,9.5189,19.0378,0.543937142857143
"4045","LINP",27,9,2019,2019-09-27,"LEAF",11,"WS55",35,NA,NA,NA,3.636,1.7903,5.4263,3.725,1,0.950287661285818,1.7013,3.4026,0.0972171428571429
"4046","LINP",27,9,2019,2019-09-27,"WOOD",12,"WS55",35,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4047","LINP",27,9,2019,2019-09-27,"MISC",12,"WS55",35,NA,NA,NA,3.6717,1.3192,4.9909,3.7512,1,0.939736203759855,1.2397,2.4794,0.07084
"4048","LINP",27,9,2019,2019-09-27,"LEAF",12,"WS55",35,NA,NA,NA,3.5466,4.9746,8.5212,3.8436,1,0.940296707272946,4.6776,9.3552,0.267291428571429
"4049","LINP",27,9,2019,2019-09-27,"WOOD",1,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4050","LINP",27,9,2019,2019-09-27,"MISC",1,"TOWR",35,NA,NA,NA,3.6684,0.1199,3.7883,3.6411,0.999999999999999,1.22768974145121,0.1472,0.294400000000001,0.00841142857142859
"4051","LINP",27,9,2019,2019-09-27,"LEAF",1,"TOWR",35,NA,NA,NA,3.6331,5.5889,9.222,4.0028,1,0.933851026141101,5.2192,10.4384,0.29824
"4052","LINP",27,9,2019,2019-09-27,"WOOD",2,"TOWR",35,NA,NA,NA,3.5032,10.4193,13.9225,4.2762,1,0.925810755041126,9.6463,19.2926,0.551217142857143
"4053","LINP",27,9,2019,2019-09-27,"MISC",2,"TOWR",35,NA,NA,NA,3.5355,0.2355,3.771,3.544,1,0.963906581740976,0.227,0.454,0.0129714285714286
"4054","LINP",27,9,2019,2019-09-27,"LEAF",2,"TOWR",35,NA,NA,NA,3.601,9.4854,13.0864,4.3865,1,0.917188521306429,8.6999,17.3998,0.497137142857143
"4055","LINP",27,9,2019,2019-09-27,"WOOD",3,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4056","LINP",27,9,2019,2019-09-27,"MISC",3,"TOWR",35,NA,NA,NA,3.6146,0.0096,3.6242,3.6161,1.00000000000003,0.843749999999999,0.00809999999999999,0.0162,0.000462857142857142
"4057","LINP",27,9,2019,2019-09-27,"LEAF",3,"TOWR",35,NA,NA,NA,3.6515,1.1315,4.783,3.7123,1,0.946266018559434,1.0707,2.1414,0.0611828571428571
"4058","LINP",27,9,2019,2019-09-27,"WOOD",4,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4059","LINP",27,9,2019,2019-09-27,"MISC",4,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4060","LINP",27,9,2019,2019-09-27,"LEAF",4,"TOWR",35,NA,NA,NA,3.643,2.2831,5.9261,3.7919,1,0.934781656519644,2.1342,4.2684,0.121954285714286
"4061","LINP",27,9,2019,2019-09-27,"WOOD",5,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4062","LINP",27,9,2019,2019-09-27,"MISC",5,"TOWR",35,NA,NA,NA,3.5276,1.8071,5.3347,3.547,1,0.989264567539151,1.7877,3.5754,0.102154285714286
"4063","LINP",27,9,2019,2019-09-27,"LEAF",5,"TOWR",35,NA,NA,NA,3.5376,2.8184,6.356,3.7333,1,0.930563440249787,2.6227,5.2454,0.149868571428571
"4064","LINP",27,9,2019,2019-09-27,"WOOD",6,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4065","LINP",27,9,2019,2019-09-27,"MISC",6,"TOWR",35,NA,NA,NA,3.5286,0.0624,3.591,3.5387,1,0.838141025641026,0.0523,0.1046,0.00298857142857143
"4066","LINP",27,9,2019,2019-09-27,"LEAF",6,"TOWR",35,NA,NA,NA,3.5544,0.2546,3.809,3.5704,1,0.937156323644933,0.2386,0.4772,0.0136342857142857
"4067","LINP",27,9,2019,2019-09-27,"WOOD",7,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4068","LINP",27,9,2019,2019-09-27,"MISC",7,"TOWR",35,NA,NA,NA,3.5395,0.0285,3.568,3.5399,1.00000000000001,0.985964912280703,0.0281,0.0562000000000001,0.00160571428571429
"4069","LINP",27,9,2019,2019-09-27,"LEAF",7,"TOWR",35,NA,NA,NA,3.5468,7.7662,11.313,3.9462,1,0.94857201720275,7.3668,14.7336,0.42096
"4070","LINP",27,9,2019,2019-09-27,"WOOD",8,"TOWR",35,NA,NA,NA,3.6655,0.8361,4.5016,3.6943,1,0.965554359526372,0.8073,1.6146,0.0461314285714286
"4071","LINP",27,9,2019,2019-09-27,"MISC",8,"TOWR",35,NA,NA,NA,3.678,0.3419,4.0199,3.6914,1,0.960807253582919,0.3285,0.657,0.0187714285714286
"4072","LINP",27,9,2019,2019-09-27,"LEAF",8,"TOWR",35,NA,NA,NA,3.6472,2.9922,6.6394,3.8709,1,0.925238954615333,2.7685,5.537,0.1582
"4073","LINP",27,9,2019,2019-09-27,"WOOD",9,"TOWR",35,NA,NA,NA,3.5221,1.0188,4.5409,3.5712,1,0.951806046329014,0.9697,1.9394,0.0554114285714286
"4074","LINP",27,9,2019,2019-09-27,"MISC",9,"TOWR",35,NA,NA,NA,3.6519,4.4678,8.1197,3.8031,1,0.96615784054792,4.3166,8.6332,0.246662857142857
"4075","LINP",27,9,2019,2019-09-27,"LEAF",9,"TOWR",35,NA,NA,NA,3.6239,11.8751,15.499,4.1859,1,0.952674082744566,11.3131,22.6262,0.646462857142857
"4076","LINP",27,9,2019,2019-09-27,"WOOD",10,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4077","LINP",27,9,2019,2019-09-27,"MISC",10,"TOWR",35,NA,NA,NA,3.6317,8.9838,12.6155,3.9809,1,0.96113003406131,8.6346,17.2692,0.493405714285714
"4078","LINP",27,9,2019,2019-09-27,"LEAF",10,"TOWR",35,NA,NA,NA,3.6776,7.4072,11.0848,3.9885,1,0.958027324765093,7.0963,14.1926,0.405502857142857
"4079","LINP",27,9,2019,2019-09-27,"WOOD",11,"TOWR",35,NA,NA,NA,3.5404,0.1382,3.6786,3.5425,0.999999999999999,0.984804630969609,0.1361,0.2722,0.00777714285714286
"4080","LINP",27,9,2019,2019-09-27,"MISC",11,"TOWR",35,NA,NA,NA,3.5238,0.0291,3.5529,3.5246,1,0.972508591065295,0.0283000000000001,0.0566000000000002,0.00161714285714286
"4081","LINP",27,9,2019,2019-09-27,"LEAF",11,"TOWR",35,NA,NA,NA,3.5422,4.426,7.9682,3.7339,1,0.956687754179846,4.2343,8.4686,0.24196
"4082","LINP",27,9,2019,2019-09-27,"WOOD",12,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4083","LINP",27,9,2019,2019-09-27,"MISC",12,"TOWR",35,NA,NA,NA,3.6299,0.0424,3.6723,3.631,0.999999999999995,0.974056603773593,0.0413000000000003,0.0826000000000007,0.00236000000000002
"4084","LINP",27,9,2019,2019-09-27,"LEAF",12,"TOWR",35,NA,NA,NA,3.6357,1.8088,5.4445,3.738,1,0.94344316674038,1.7065,3.413,0.0975142857142857
"4085","LINP",25,10,2019,2019-10-25,"WOOD",1,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4086","LINP",25,10,2019,2019-10-25,"MISC",1,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4087","LINP",25,10,2019,2019-10-25,"LEAF",1,"WS55",28,NA,NA,NA,3.6317,3.6904,7.3221,3.8306,1,0.946103403425103,3.4915,6.983,0.249392857142857
"4088","LINP",25,10,2019,2019-10-25,"WOOD",2,"WS55",28,NA,NA,NA,3.6365,3.335,6.9715,3.7911,1,0.953643178410794,3.1804,6.3608,0.227171428571429
"4089","LINP",25,10,2019,2019-10-25,"MISC",2,"WS55",28,NA,NA,NA,3.52,0.238,3.758,3.529,1,0.96218487394958,0.229,0.458,0.0163571428571429
"4090","LINP",25,10,2019,2019-10-25,"LEAF",2,"WS55",28,NA,NA,NA,3.5536,7.5185,11.0721,3.9138,1,0.952091507614551,7.1583,14.3166,0.511307142857143
"4091","LINP",25,10,2019,2019-10-25,"WOOD",3,"WS55",28,NA,NA,NA,3.6569,0.1243,3.7812,3.6604,1,0.971842316975058,0.1208,0.241599999999999,0.00862857142857141
"4092","LINP",25,10,2019,2019-10-25,"MISC",3,"WS55",28,NA,NA,NA,3.6504,0.1252,3.7756,3.6562,1,0.953674121405749,0.1194,0.2388,0.00852857142857141
"4093","LINP",25,10,2019,2019-10-25,"LEAF",3,"WS55",28,NA,NA,NA,3.5186,7.0089,10.5275,3.8594,1,0.951376107520438,6.6681,13.3362,0.476292857142857
